private_name	public_name	kind	private_source_path	public_source_path	private_type_sha256	public_type_sha256	namespace_normalized_type_sha256	type_identity_after_namespace_normalization	axiom_footprint	private_value_sha256	public_value_sha256	namespace_normalized_value_sha256	proof_body_changed_beyond_namespace_elaboration
Someone.State.recOn	Continuity.Admission.State.recOn	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	7abc32d70649b459a5d8ce5b4ac7a24b2d9b58368fbc7dcab7ee901c8815926a	ee0529c0830d7fc012a6556a55863c66083de5c3818a0be72e8d7089fd2c15a6	2b05c58a08edf7759adaede6ef5efe9eb43b6845cb4c26e302678feb79ce923c	true	AXIOM-FREE	528b327fb3f75ca5cd0396bcf3fd02b8616a205c57519557499906397e70087a	e9890376eede3fb4e5a67b0d3434c684f4a522ea58da3aa9d96495ec727482f4	88a28545780afca837a4cb04775bcea51ac1da41003df61d3c3b8d3df4c46d11	false
Someone.State.surname	Continuity.Admission.State.surname	constructor	someone/Someone.lean	formalization/Continuity/Admission.lean	07e7ea173732fc36b0b1f2ff3a44433dc6a030e7c906cf59569e9634f230b209	f9f6ae4745859d924829f6d8d6e198fa6ba1b8d6eadc76c3dc48da23a5c1ba2f	07e7ea173732fc36b0b1f2ff3a44433dc6a030e7c906cf59569e9634f230b209	true	AXIOM-FREE	-	-	-	false
Someone.State.surname.elim	Continuity.Admission.State.surname.elim	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	3cfd6b5b444a1c5b4ee5772387b6c39ab290ae01e83d9ee40063d8a637daf023	1b07a6a5a48bbcbd3400df5c90e60b88b9286ab41b262915d1e03f5723b7d12a	869afef1d0dbd9cabbb4ed21191f2e9fc90af11aca5c3d9048875fbb4182d5b2	true	AXIOM-FREE	59e78f4a2e0cae76661c26e7b5b58985d4a346039cf325bf2b036f782fa23836	3e0ee8247668ccb24f585efbcdb91c94119e29a0b2b34cbf6d4c0cb3d79ccd6f	af59be96917760651a02089520a493931feb01ff1734efea11c4e2021504087d	false
Someone.State.surname.sizeOf_spec	Continuity.Admission.State.surname.sizeOf_spec	theorem	someone/Someone.lean	formalization/Continuity/Admission.lean	fc7f6b3b6eb19217bf9dedcd8ebee62c41b5043295c5529c5294c8cc01145352	3f22438cbcc464fe6372f966516f132ed47db65aa6d51dee4a05d2ee99b62316	cfebd217f9fa281451f86c8a8b287c1e13d4582ee519ab49c96b99e892f125a3	true	AXIOM-FREE	c3ce9e20e45db0ccb20faaab0c19785fa3f6fcf1aefeeef1c9aab9c83616c524	c3ce9e20e45db0ccb20faaab0c19785fa3f6fcf1aefeeef1c9aab9c83616c524	ae52979ae4bbde5815faba7c8ba901a974900786e16239deacf42c8e3045a692	false
Someone.State.toCtorIdx	Continuity.Admission.State.toCtorIdx	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	a1e92180d5894b47eddf3f39ea04af04816ae7d96a9afb2f348f84b64b1f07e2	babb1c57aece5dea98a525ce1156161607b0d43fdbfbfb8e23c4ffe90651aebb	cb3b5da20d16b51f7d020fbef2ca130f1e643f367be6abc6a0cb0c13da41163c	true	AXIOM-FREE	40f264596742f8299e2ede76d78bdfeadd2853bdc56cb4574239ca54eb0a5562	7d8fd55f7da54ebebec47eadfcb47ba5c4976b81e201628fd21864c1c8bbb00a	40f264596742f8299e2ede76d78bdfeadd2853bdc56cb4574239ca54eb0a5562	false
Someone.SubstrateFit	Continuity.Admission.SubstrateFit	inductive	someone/Someone.lean	formalization/Continuity/Admission.lean	b4611575b2b62eb57ff8b514cf96bf01666158b035ac2fcc89065136260d1e05	b4611575b2b62eb57ff8b514cf96bf01666158b035ac2fcc89065136260d1e05	b4611575b2b62eb57ff8b514cf96bf01666158b035ac2fcc89065136260d1e05	true	AXIOM-FREE	-	-	-	false
Someone.SubstrateFit._sizeOf_1	Continuity.Admission.SubstrateFit._sizeOf_1	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	85d5f03244a6d782b92ad9812806cb95516789b0faa4113177fd8112cc13c9dc	61d767c4283422335bf2dbc7baf3f937f38946625b8a9fb672eb49130133a53b	a2a2fb4376eb4d4263e1b208570f5688e2d0f596f1cd1df70e7a6b9d6fcce348	true	AXIOM-FREE	f5d40f7b3fbdb29d82379c64e4882cb3e0cbddc4fa442fe78f55d041e3f45cce	8385a1001cb58f2683aa4dd28fc25aa33fd62466200666d484541073726086d5	f816dcfdc07938ad6c6a7722571ba3703e53c5e55ccc5071787afc24abf60b7c	false
Someone.SubstrateFit._sizeOf_inst	Continuity.Admission.SubstrateFit._sizeOf_inst	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	4dc9251f3d5697599e07d2585fda7b565d1291cec68ce7923c3fd6c58953ea4b	54c56f83c87fd680c2ffc321384bdac9d49e10a79b5fbb4dd9edca2345ed141b	4dc9251f3d5697599e07d2585fda7b565d1291cec68ce7923c3fd6c58953ea4b	true	AXIOM-FREE	da7efc73fe5a5d5d7c8c3fa3989770853dca4905818dfcfa10c20b583e2d367b	18d382a4a9b10e169429524ee320d98efab4515687dee5654be7545217f2e1f2	109bb35919b753a7fb471272f76b052225466d1476631de3f0301e3f1f1d481c	false
Someone.SubstrateFit.casesOn	Continuity.Admission.SubstrateFit.casesOn	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	5a468f254573a121bdb704802499a9034bcee0146d81064d1afae560c9dce86d	e3105dea922bd31d97280f3dc2108b958bad8b0830966c82504f9d525edeab9b	b51adf64b8dadf120f6e796edae98aa9ca1c9c307e4e36655f0f8a65ab2cf700	true	AXIOM-FREE	76b0d5015e2bbf92c5ac24f72a51e46fc236153ddf70958581aac4691a28f704	a4c1ec289bb79903b314f8cc571e12a0b72651706c5abb7b466c892d16a00d2e	4c233284e47fe48eff0fe7054e53ae69d46d722991984dc57658bdc302ba33ee	false
Someone.SubstrateFit.compatible	Continuity.Admission.SubstrateFit.compatible	constructor	someone/Someone.lean	formalization/Continuity/Admission.lean	75a21747b81b4665dea34a0f2ad694cb722ccf35b11bb5f71283f6af1bc65a85	301e36bde27226d77955466682ffc125cc8a5655748fc417e04c3194f09f6f32	75a21747b81b4665dea34a0f2ad694cb722ccf35b11bb5f71283f6af1bc65a85	true	AXIOM-FREE	-	-	-	false
Someone.SubstrateFit.compatible.elim	Continuity.Admission.SubstrateFit.compatible.elim	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	ce7bfd3aab9620c85b8486a31130a9bc4e1dfcf4a38b4beb2f9bd280562d447b	1898181143dbfb256c9553aac11d4048382b7832933737194b576be720535a95	266a35cfd27deb358445eda1a17fec7221463f37b48d5e360f1ac6742b6db03c	true	AXIOM-FREE	7b69ed5227746153f1b7dc29b3184f7f8ac8d9ceec6faf3a8f202f0a33602e9a	3bbcef93f01cf81d05061a41ddaae5adb9b122152139841f846b7d14afae4016	83cf2fcb603aaf9ca409178e7305638863ebb6f2f453478b41adaa9bcf85d710	false
Someone.SubstrateFit.compatible.sizeOf_spec	Continuity.Admission.SubstrateFit.compatible.sizeOf_spec	theorem	someone/Someone.lean	formalization/Continuity/Admission.lean	021bc957e59772d08fb94537c9f234f57affda7c84801a9aff08fe9535cfe76f	62de822abeed2991cbcf000a344dd0edc1f3938402eb531093b764db55004ca2	cc762923ff1affeeb3bf6866013f89d2c47838482b1c262ed529214517cfa4f2	true	AXIOM-FREE	c3ce9e20e45db0ccb20faaab0c19785fa3f6fcf1aefeeef1c9aab9c83616c524	c3ce9e20e45db0ccb20faaab0c19785fa3f6fcf1aefeeef1c9aab9c83616c524	ae52979ae4bbde5815faba7c8ba901a974900786e16239deacf42c8e3045a692	false
Someone.SubstrateFit.ctorElim	Continuity.Admission.SubstrateFit.ctorElim	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	5d2951bc04813c8afc8f6532d696d0f320510bffbd8144babc13f28a94bf007f	1f83871d4a19552bd37e24752621aefbd225276d49f5cd412a7014507ef6ebb6	2bd1100ea2a3f0f57ff940eb8d963fc3929694d41e3602346c6e333299d04e22	true	AXIOM-FREE	0ed1adb27f82ee71e4eb616f6984660012792f97577a03a83f1322c3db1fee54	ff58ecb80b731f8cb51d98561b03828c91ea3c7f70cc4e2bdd3fec9ea7156b85	e1ccfb87ab4671c9275ea2df85ef2e6dc9d4fde466890682ed9fa5bd325bdda4	false
Someone.SubstrateFit.ctorElimType	Continuity.Admission.SubstrateFit.ctorElimType	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	2eab2ac87f829d2c8eb9c784ecd2d14d57f6523ea35043d3d0a562a7ca3e24ba	02b5c204c1c0494459f22c33e37a670b6dbbe89c54c5d5b7630b75cdd07cf188	1c041feeba419794602104d8906301f2c2be82dc2ff331fe35740a3674ec2275	true	AXIOM-FREE	0f6621d1b99bffcefde569580679f5409c601735fbe7e876c7a700ce8308540e	1bd8d2b2b343847d671e7aa250bd07b532aa79e744d2e13b8e0a4770fb358e37	f3a732b8f09a2f719e86aff3374637d00ebc1891312b14f0d25435e2ff122f17	false
Someone.SubstrateFit.ctorIdx	Continuity.Admission.SubstrateFit.ctorIdx	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	85d5f03244a6d782b92ad9812806cb95516789b0faa4113177fd8112cc13c9dc	61d767c4283422335bf2dbc7baf3f937f38946625b8a9fb672eb49130133a53b	a2a2fb4376eb4d4263e1b208570f5688e2d0f596f1cd1df70e7a6b9d6fcce348	true	AXIOM-FREE	1ac128f8d321d89dc2ef1b18b550e4583426d660bca8dce2d6bf5308e2058802	2f26d8ef977fedd617419a0b5635e99f318d21edcc788df131a76358ed79a3de	e0ab54e356f9db6f64467ee140178c6f6e0ea62570c76db9501bb322dea50892	false
Someone.SubstrateFit.drifted	Continuity.Admission.SubstrateFit.drifted	constructor	someone/Someone.lean	formalization/Continuity/Admission.lean	75a21747b81b4665dea34a0f2ad694cb722ccf35b11bb5f71283f6af1bc65a85	301e36bde27226d77955466682ffc125cc8a5655748fc417e04c3194f09f6f32	75a21747b81b4665dea34a0f2ad694cb722ccf35b11bb5f71283f6af1bc65a85	true	AXIOM-FREE	-	-	-	false
Someone.SubstrateFit.drifted.elim	Continuity.Admission.SubstrateFit.drifted.elim	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	d28d3a21e68c650504c0c032c6bd72b3abd08632287a9748cdc6a390057e3bb0	2ed85957f2f24acee75f6e1ea7c6e78fbc8d45a6784f74f17829cba1a24e64d3	e427c76dfb75a8803e7cb97594a6c544051c69d0bb6bc84ee824bf02ffc38504	true	AXIOM-FREE	7157dacfb9966fd13b795eac59bdc05961e123c4cda1c2de0b4642e5d0b62b2b	823ace2da517085f0f0a4b7b56b7418fc5216408a50f594c27f10d27c71a816d	82b0d43f5f5ccb08a3d2f27a1761a4a4beb9db515c693bc3445d09be1a0adc0b	false
Someone.SubstrateFit.drifted.sizeOf_spec	Continuity.Admission.SubstrateFit.drifted.sizeOf_spec	theorem	someone/Someone.lean	formalization/Continuity/Admission.lean	112bb587d71a309f4b3368674bd11436be0fb668786a7b1f5746daf37d056540	f239be08cc802533ea4c95cad29f149fa0aca29bc4170e7efea0ac492a56e61f	d6b9dcbf681ab5973bd5c8490a7cc3b3cce1e090e7198f7b64e2d8ef8c21cbd4	true	AXIOM-FREE	c3ce9e20e45db0ccb20faaab0c19785fa3f6fcf1aefeeef1c9aab9c83616c524	c3ce9e20e45db0ccb20faaab0c19785fa3f6fcf1aefeeef1c9aab9c83616c524	ae52979ae4bbde5815faba7c8ba901a974900786e16239deacf42c8e3045a692	false
Someone.SubstrateFit.noConfusion	Continuity.Admission.SubstrateFit.noConfusion	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	a52c6ad46ebcfd7ac5fd351c28f1551db3796903276a407eb28a923f7e4b7c0e	d836e0e1f6db88702735a5a58f1e394687fd8d0c6633edb8da5091668ab8b319	d9c8dbc0909e3cdf0da3709de909421b4b8c4796ee55304ec36f021f7d759026	true	AXIOM-FREE	b01b6d9734268184d953aa5131047fbc456582613fbc4533b7839eb60f64130a	df339e8f119f2f2375887d8f72b36e7e5ecedc465c9991cb3e9f301f6219a253	6b353e65d21c2c4d2973e8fcb4c959cd8d83c4c54d7990ff766b117502cf5a72	false
Someone.SubstrateFit.noConfusionType	Continuity.Admission.SubstrateFit.noConfusionType	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	c52a5698c588868e631bd0eee55f23fb4e761368e7e108b0590cabb21c6b7f11	63d460eef9daf759137873f6e2c1cd824c07a758d1b2655b7c518ea58ff11de1	ff4c2a8325be9d09e0b39b39237b16da363d5e12db80e81e907de4fb1f82a4bf	true	AXIOM-FREE	2dc4694b7408433fe7bc5c3623c2aaf42cdc5a7745b01fe9a099193b8262e9dc	2815998c1e894b45660c99ba7e22a3f5612cee3082eae1e813010f648c9ecfcd	1198ca486732dc53de8804cd6f1a260410b9d43226bfb45b17c4a1ff584436ac	false
Someone.SubstrateFit.ofNat	Continuity.Admission.SubstrateFit.ofNat	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	9c38a2baf81c860709eb3d6cf92ce12a9ca78424b40b684b0c62e1ac9f693b0f	9aa628111a5b0c4ad43cdb7b63055201db8cbe26cf684f2bda2e80d903a3fe65	c445595cd282196965a133a54db4ffa0d3fc98a2b6706bc536ef3e567329632b	true	AXIOM-FREE	1f9bfa5cfb3f732768d3a35048ee37da0c952a549bc15bb84ddbcde501325e0e	0a1924e16503c70734d6ccd7e2c4a0a1c5edde2833c838beada4e0e265e0c912	ad70119976835a76e36907898cb361fdb4df8d53aa411bf1cca3075bafd52fe0	false
Someone.SubstrateFit.ofNat_ctorIdx	Continuity.Admission.SubstrateFit.ofNat_ctorIdx	theorem	someone/Someone.lean	formalization/Continuity/Admission.lean	3747a7edc84d6df818aeba19532cea2c5a221feb933a8bebba4490e3afa9872d	e181b791b8b70d3fd5d823bd3ad0523239818bdfc38c0b89b3aa4729c784471c	cbc4020eaa8be5a92ec13566c3657614433bcb7825ef920047ecbb8b32890d3d	true	AXIOM-FREE	22f76b387e178de5c44a29c1b405c3fc453656ab9128aff83aebf432501e7f25	8ecc34ffd138d3d2fa8c0c874ba512fae736d2bfa08cc4e880b136fcd67ff682	b1439e930708ea52e20b1c6567a0588bd58078c0b70fb5a3520d06cc8d6e01bf	false
Someone.SubstrateFit.rec	Continuity.Admission.SubstrateFit.rec	recursor	someone/Someone.lean	formalization/Continuity/Admission.lean	060286bdc2783aad437b019947ca3bc32e8450d401d0b06140b544eb8a7e20cf	328d078559a54951c45c2b54b092013730e79c1eb15f34e59934bbd73fe2df98	8f5dbc9c80033982ef1fff736807b10fcad1f113515a9ab4006c49b187dea6cf	true	AXIOM-FREE	-	-	-	false
Someone.SubstrateFit.recOn	Continuity.Admission.SubstrateFit.recOn	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	5a468f254573a121bdb704802499a9034bcee0146d81064d1afae560c9dce86d	e3105dea922bd31d97280f3dc2108b958bad8b0830966c82504f9d525edeab9b	b51adf64b8dadf120f6e796edae98aa9ca1c9c307e4e36655f0f8a65ab2cf700	true	AXIOM-FREE	76b0d5015e2bbf92c5ac24f72a51e46fc236153ddf70958581aac4691a28f704	a4c1ec289bb79903b314f8cc571e12a0b72651706c5abb7b466c892d16a00d2e	4c233284e47fe48eff0fe7054e53ae69d46d722991984dc57658bdc302ba33ee	false
Someone.SubstrateFit.same	Continuity.Admission.SubstrateFit.same	constructor	someone/Someone.lean	formalization/Continuity/Admission.lean	75a21747b81b4665dea34a0f2ad694cb722ccf35b11bb5f71283f6af1bc65a85	301e36bde27226d77955466682ffc125cc8a5655748fc417e04c3194f09f6f32	75a21747b81b4665dea34a0f2ad694cb722ccf35b11bb5f71283f6af1bc65a85	true	AXIOM-FREE	-	-	-	false
Someone.SubstrateFit.same.elim	Continuity.Admission.SubstrateFit.same.elim	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	b85201ef003a06d08c8a74fa3cc8dd5900344b8c1b80b3d9bdf72e4aeb54ce37	fcf7aeec56f1b8100e02ade25c350fb98df3c35389883d999ef9247e0d8d85e0	354265566dc3e567b4efd05553f8ab9222b8916409f1f5bfc9fbc99278633bfa	true	AXIOM-FREE	0f72361da4e99e628fc6162aad516cb6afe33aab8f85be61fa5b5b7f0066ae31	b6b81ce55feeb3ea732458058a63f959c3c53164d19afb1788292a7270a0e835	c4b416de5091f2ef6d958e3f21265a79fa833126ad5d5f9d76843b840cd49fac	false
Someone.SubstrateFit.same.sizeOf_spec	Continuity.Admission.SubstrateFit.same.sizeOf_spec	theorem	someone/Someone.lean	formalization/Continuity/Admission.lean	c678047a24ddb41c289a78739a25aaae824f32ff0fe9307fe6254fbdbc1b6526	d5ca533f9c7e065bf4f5641478492e3e186a59c648f1574f128c779d349d211b	1f60241a4847e767eb09cda769df4ac0760dd3328fac9fee5722cd5e26bca44d	true	AXIOM-FREE	c3ce9e20e45db0ccb20faaab0c19785fa3f6fcf1aefeeef1c9aab9c83616c524	c3ce9e20e45db0ccb20faaab0c19785fa3f6fcf1aefeeef1c9aab9c83616c524	ae52979ae4bbde5815faba7c8ba901a974900786e16239deacf42c8e3045a692	false
Someone.SubstrateFit.swapped	Continuity.Admission.SubstrateFit.swapped	constructor	someone/Someone.lean	formalization/Continuity/Admission.lean	75a21747b81b4665dea34a0f2ad694cb722ccf35b11bb5f71283f6af1bc65a85	301e36bde27226d77955466682ffc125cc8a5655748fc417e04c3194f09f6f32	75a21747b81b4665dea34a0f2ad694cb722ccf35b11bb5f71283f6af1bc65a85	true	AXIOM-FREE	-	-	-	false
Someone.SubstrateFit.swapped.elim	Continuity.Admission.SubstrateFit.swapped.elim	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	428da1fd8050751c51a6f993ab1679952783a7cd59c62cff859521bf5e9ac41f	2ea4e6c605746c37a10223b48be36d0601cccf478b5a27a4bf8fb2b9bfb42606	1569d0547a600902e06a973e35e38af7dfe124e9c0e205fea74b2f1567b470b5	true	AXIOM-FREE	98a542020a14ca0a0e591cc82601d69205f4a61570eb20e0d586b09d1608b133	74763d70808afa910682d70f43f7ec080490cb1bb216a60bf23f0ebf8e9998b5	852290b63d69de770b343af694464cb27f6753da44a93d877df0192b9c1895c2	false
Someone.SubstrateFit.swapped.sizeOf_spec	Continuity.Admission.SubstrateFit.swapped.sizeOf_spec	theorem	someone/Someone.lean	formalization/Continuity/Admission.lean	2bfe520cce65dd534cdbcb5d7d39ea6b6a2360348ac347738bc67a31dd1e6aa2	283dbb4e24061aa005b5c01bb96859c35ef65d3500637ca14352684e50658aab	22c5a276c399fd652db57a81ffa1d9a94aa255ecbb87db624be94f696fdc7466	true	AXIOM-FREE	c3ce9e20e45db0ccb20faaab0c19785fa3f6fcf1aefeeef1c9aab9c83616c524	c3ce9e20e45db0ccb20faaab0c19785fa3f6fcf1aefeeef1c9aab9c83616c524	ae52979ae4bbde5815faba7c8ba901a974900786e16239deacf42c8e3045a692	false
Someone.SubstrateFit.toCtorIdx	Continuity.Admission.SubstrateFit.toCtorIdx	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	85d5f03244a6d782b92ad9812806cb95516789b0faa4113177fd8112cc13c9dc	61d767c4283422335bf2dbc7baf3f937f38946625b8a9fb672eb49130133a53b	a2a2fb4376eb4d4263e1b208570f5688e2d0f596f1cd1df70e7a6b9d6fcce348	true	AXIOM-FREE	3a6bd3d5ec2011e75e398e91313eb3ca1a7c9f113b5bf5c8056230bc8bf8d79b	28cd91475aeb22699935b1e71bf166f181eb03343e8f3d7db48511e13725ae23	3a6bd3d5ec2011e75e398e91313eb3ca1a7c9f113b5bf5c8056230bc8bf8d79b	false
Someone.Surface	Continuity.Admission.Surface	inductive	someone/Someone.lean	formalization/Continuity/Admission.lean	b4611575b2b62eb57ff8b514cf96bf01666158b035ac2fcc89065136260d1e05	b4611575b2b62eb57ff8b514cf96bf01666158b035ac2fcc89065136260d1e05	b4611575b2b62eb57ff8b514cf96bf01666158b035ac2fcc89065136260d1e05	true	AXIOM-FREE	-	-	-	false
Someone.Surface._sizeOf_1	Continuity.Admission.Surface._sizeOf_1	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	715b1d2189a6100e3de4966dfc2980e9546fa15f966baaf66e61441f3f5f2918	9eda55301dd629961f23c17bc4dedf0df82b29bd85af16946a26e7fbc2949990	60440f57ebc35c4ff90f3685724d24f368d8e43c45b0de07e2124d22e3ca67bc	true	AXIOM-FREE	b7d00af747ccf8a9f41673fe9c93eab8450eaaa28b3cb3d2f3e10dd7e41b3fc1	cf66d40869e9b8d28f7edebb8c942e60c537820e15169ac9e2206e727969e4ea	bfa8b08680822484af7f0a89756f5b62a95cfc9112eb97c89e1e52f98879f441	false
Someone.Surface._sizeOf_inst	Continuity.Admission.Surface._sizeOf_inst	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	f9cacd2bace926f8c41daf47701fa2cf4f7c3db1bc08bb6959352cf137cd3014	03cc652ec2e25f1973540ac3b5d459dfd93938c018be13d0f6d81793f92aa861	f9cacd2bace926f8c41daf47701fa2cf4f7c3db1bc08bb6959352cf137cd3014	true	AXIOM-FREE	be9a5648a5c93c4563f5c41c1a038116b53336c60698577e3072d34f3f39f43f	0f21a53e337384d8fcdc82609c88729abef7260999b306ee22caa9301d7e1494	20122fef9413d77e8dc9501429ee1e25073b9cca1ec12ce01b6630f7daf19c26	false
Someone.Surface.canonization	Continuity.Admission.Surface.canonization	constructor	someone/Someone.lean	formalization/Continuity/Admission.lean	9bee90a23cce76f7c27f8a6cf684de9d81698ff898ee34dd97c4f6dfa46b2397	477398be9af48cb6d161d6f9af79574478e4c8a95b1f4314a1f67844c1f7dff8	9bee90a23cce76f7c27f8a6cf684de9d81698ff898ee34dd97c4f6dfa46b2397	true	AXIOM-FREE	-	-	-	false
Someone.Surface.canonization.elim	Continuity.Admission.Surface.canonization.elim	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	d6f6c6c8e8f62336401d238c9d7b66b3d7b9456a5b4efdfd74a2b6ac67accc30	cf46130a28b5685e386707ddcb29526413d9823d7bc96bd8cf1a6024d355bfce	c87e0775b1157a28fcca3193e63f50a51b979dee366ee4251d1dc28e5c6c7cde	true	AXIOM-FREE	46a77d8ae7f36be405bf563cd0a3163f7ed1849dc6946d61c3aafcdd4147c1b8	c680701d1e3c6f395926a756b348ec44912ab8f9bfb4c859d50226fa163aecd9	7c810eecc3b7518221062d7fb7816afd0ca9189e0c4014d9eb8aace19b2e5481	false
Someone.Surface.canonization.sizeOf_spec	Continuity.Admission.Surface.canonization.sizeOf_spec	theorem	someone/Someone.lean	formalization/Continuity/Admission.lean	43ca358ec77698d5d84628a70fca6cd0144c6ec17ed9b07f3768ccbda8d9a76b	475b12698acf33429a10e3fc49445389a7c90c0e2ac7b3ce7677e296cf677ebe	0b2358efb2c8028285bbcb675165fbb6c354ad8e0b557faa6a5b5f0c35c74093	true	AXIOM-FREE	c3ce9e20e45db0ccb20faaab0c19785fa3f6fcf1aefeeef1c9aab9c83616c524	c3ce9e20e45db0ccb20faaab0c19785fa3f6fcf1aefeeef1c9aab9c83616c524	ae52979ae4bbde5815faba7c8ba901a974900786e16239deacf42c8e3045a692	false
Someone.Surface.casesOn	Continuity.Admission.Surface.casesOn	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	8702fe8eaa1c84de35964e58ea206c1b2d8d452123c7958f213604212eeba379	1d79e712da0fcf73d7f3499097209aa0f806c306a6ac1b200b47f4f9c702c1d1	9674571a69993aa80dc7f4982b0601fb14780f6deb34ae9a16774170272c956e	true	AXIOM-FREE	f0525f85305fe26124bb5112eb7c06f68bcfa33a6e583f59a17bce5b8dd60714	873a8ed31c2cfd92c6b467bfe2aa57c17b968f99ccb86afe90f11b63e733eec1	6d29af60dbf5d8f69a97a149ca4a48b89b4cf2555d4cbb4280a386c0e93822c9	false
Someone.Surface.ctorElim	Continuity.Admission.Surface.ctorElim	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	d6df9554284e60fc9d41b5317734c70fe9b0fb53579d7f1fe7043a83be174c79	b3ecc80927b3f94851159eb7b3f0255ee9f3ef89c0bb98584db0047a12ca68e6	2544f803f151e6b34a54a5b1601b4ef781a81ff76165c6b093a6b79b54e6978f	true	AXIOM-FREE	a9dedb3678bb572270244dabc772d87b6c63837d2784af17a0e4df68aa46244d	06dcd90686115d18160ba9e7e3b9d2aaef631c3a0d124d155b509ca40d7711ce	3186c1e1e6ba2088b353518f8be61aba2f8076f5a618f1517d43aa4b52938d25	false
Someone.Surface.ctorElimType	Continuity.Admission.Surface.ctorElimType	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	f9dbc5316147a59b041d7690a66947118e9c45f050dbf3d6b0ea76fa6c85671b	5673460a78893ea354bc7a72f3af5fd22d70afe172e26aa3dffeab18862305c3	3685cce01294c9f1ca86fdd67d63a4bfdb680e59de8bb4fe7c41e236cc130659	true	AXIOM-FREE	8fbee9ff391f7f0c45d3a4e9869a0da67c2414d40c82aa10f18a77ee76a48db5	ef47c448fda8609e758776514b7b0c2fcee6f34a9d0cdd466b8e608a29a393bf	05dcc54288b95b190fe39b5b52409f516796c1abbdd642774369690d92fddeee	false
Someone.Surface.ctorIdx	Continuity.Admission.Surface.ctorIdx	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	715b1d2189a6100e3de4966dfc2980e9546fa15f966baaf66e61441f3f5f2918	9eda55301dd629961f23c17bc4dedf0df82b29bd85af16946a26e7fbc2949990	60440f57ebc35c4ff90f3685724d24f368d8e43c45b0de07e2124d22e3ca67bc	true	AXIOM-FREE	fa629fe2f9e970456c6d5df812c432bd3b751fdf654468a1443c448deffb610a	38ff04feae9d207af29d7900b8c2ce8015836572f2315f6cd6a92407e72ae3a5	4954bd5c4222223cdf0ecc406179ef4045dee910b68e4a5ad1c11ac3b9a26af3	false
Someone.Surface.destructiveHostMutation	Continuity.Admission.Surface.destructiveHostMutation	constructor	someone/Someone.lean	formalization/Continuity/Admission.lean	9bee90a23cce76f7c27f8a6cf684de9d81698ff898ee34dd97c4f6dfa46b2397	477398be9af48cb6d161d6f9af79574478e4c8a95b1f4314a1f67844c1f7dff8	9bee90a23cce76f7c27f8a6cf684de9d81698ff898ee34dd97c4f6dfa46b2397	true	AXIOM-FREE	-	-	-	false
Someone.Surface.destructiveHostMutation.elim	Continuity.Admission.Surface.destructiveHostMutation.elim	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	2c0adbfa8fc28e6c3a117a9bdf6c8f0b575d67705ab386b77ffd5c425497d7e8	e5a28c8394be156fd3e7d1fb8f53897238fc04fbb1bb266fb5fcdb5d603fd5cb	3e790ffc023712180ea4bf3a795bee11ffa67ed0b830f9e9839d3ed83f3b4745	true	AXIOM-FREE	0312f0b992f0a2eccce469466645a7cd12f5359243bd0483facd3f7a5a16fb0a	98aff4a0ee52fedea602f551f706fd286b95506927421cda3783865b7c1032a1	562cc318d4e56721747b0d90e15b4af34b98ad79d3e220e2f79cb004d7b663c2	false
Someone.Surface.destructiveHostMutation.sizeOf_spec	Continuity.Admission.Surface.destructiveHostMutation.sizeOf_spec	theorem	someone/Someone.lean	formalization/Continuity/Admission.lean	7859fb83248af71d938d154e2e954b7104cb0d06e8fa87eb25edf150f31ceba3	336e9c2928fe98a41fb558ed683aac9b30ffe267d70cbca4372265cf10ef4f4d	f911359970aff823163df2433598f1c0ff8db859613098fea527504e14e32342	true	AXIOM-FREE	c3ce9e20e45db0ccb20faaab0c19785fa3f6fcf1aefeeef1c9aab9c83616c524	c3ce9e20e45db0ccb20faaab0c19785fa3f6fcf1aefeeef1c9aab9c83616c524	ae52979ae4bbde5815faba7c8ba901a974900786e16239deacf42c8e3045a692	false
