private_name	public_name	kind	private_source_path	public_source_path	private_type_sha256	public_type_sha256	namespace_normalized_type_sha256	type_identity_after_namespace_normalization	axiom_footprint	private_value_sha256	public_value_sha256	namespace_normalized_value_sha256	proof_body_changed_beyond_namespace_elaboration
Someone.Admission	Continuity.Admission.Admission	inductive	someone/Someone.lean	formalization/Continuity/Admission.lean	b4611575b2b62eb57ff8b514cf96bf01666158b035ac2fcc89065136260d1e05	b4611575b2b62eb57ff8b514cf96bf01666158b035ac2fcc89065136260d1e05	b4611575b2b62eb57ff8b514cf96bf01666158b035ac2fcc89065136260d1e05	true	AXIOM-FREE	-	-	-	false
Someone.Admission._sizeOf_1	Continuity.Admission.Admission._sizeOf_1	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	63fb7e9710627eaa65cd42ae6a80484cc34e9dd547228631b4b6ecdc90cf2542	934d00dcb101c2e7f0b8d891705f8248d0e8526f007ee37a22ec2b2dee8690e3	24e32421b02c62c142cc57d848c5101f34a552d2f51adb25fa25fd0ae459efae	true	AXIOM-FREE	7426da930f4ca2b9e5759e504c4273bde2055e6b097960b2f3249b2cfc093f24	269ba88563e53a43a61b3c2996f5e96b9ec208178d1a34acc2c73f63785d24a7	c6713186609aa7bdc72a26a8ad37f56e2155a18acfd652b3d51d1daaf2abef24	false
Someone.Admission._sizeOf_inst	Continuity.Admission.Admission._sizeOf_inst	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	2ba39614c4f1ae17878f838bbdd4be576ca51e702e08e55ba09089e7c69d53b6	734651c5941e8cdc68c70d3eb45534f95f629df8402ed227896ddfaad6567375	2ba39614c4f1ae17878f838bbdd4be576ca51e702e08e55ba09089e7c69d53b6	true	AXIOM-FREE	fd592c7d6c8f0bd9233a856796b03c59ba3234b39dea7cd0da3a750112470da7	6455fdcdd781b635da873f756ee6d8b7fba2fd6bd760cc11c7153639d6219d81	7239c0f050ed233ed795ec07753c44ac584958cb30b13073e7b2b37ea6c54570	false
Someone.Admission.casesOn	Continuity.Admission.Admission.casesOn	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	fbd3998ea68e58d5797f241af0943a5c678443da40e47985f6e865ef53aa5655	282899d7ca523aec4a20a82738a063ca52728204a8fa03091f9b3a57a824fc18	29be6338878370698103e89d87d11d19b45da755bd55c8c8e3d5b79637212300	true	AXIOM-FREE	d0aa2658f581732189e843a51781b264d27d6e8a9b1b6cc6ac6032d036404c40	fc1571a3b4d695f59c9508470f00774e833d5c3e64c19d3372aab42a2a1779ed	e9239942950dcdc2968d8165797032e7c4204a79d308954430c3307edc224399	false
Someone.Admission.ctorIdx	Continuity.Admission.Admission.ctorIdx	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	63fb7e9710627eaa65cd42ae6a80484cc34e9dd547228631b4b6ecdc90cf2542	934d00dcb101c2e7f0b8d891705f8248d0e8526f007ee37a22ec2b2dee8690e3	24e32421b02c62c142cc57d848c5101f34a552d2f51adb25fa25fd0ae459efae	true	AXIOM-FREE	5f345887e90830d00f2ee2e68742e279de2bf2759a10254b1ab42ea01ceeddfc	530a033b9f3f3362cff5dd752188f8d8c621ae59dff7a9d1277f443515027c69	056d569e0a004f86577ff9cf696a635ddc77148a5edef398b7533157fb8fbabb	false
Someone.Admission.earnedBy	Continuity.Admission.Admission.earnedBy	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	b7b2a5d5069f8c2b4bb53b2d1c45bca7d39c17630d63bcf36bb52ebef6410b8a	de0849cde7562ef16314415acd89077ce8f670ac324ce5ec441b661a8ab74679	a3cf1f180a269462e76314f53bec89801d36c6a11842e96d3d2092134f4134cf	true	AXIOM-FREE	747844c553b736f77c52b65e9556a3d457be9f5a53fec790f366779d0f15805c	a56776bc0c2c30aa51e7e577b1ceb3f49a90bd3b2ddf92918ac765cd4655b5a6	9b7aecaa4e4f3e53e7e710846141f35b44b8a24d3e31af579efa8e43989dccbe	false
Someone.Admission.humanAccepted	Continuity.Admission.Admission.humanAccepted	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	2f6e74732a84accdc29d6a72243017595b0e06d46b3cb36b49a90994f914c7a6	86e91d5d384b6db950f1ab2ef41c4393f82f7d719648d6ffaa07356bb0ce25f1	36473fbcdbad5ad62174720749199a966ffbea344070471e79dab1bd6b45b089	true	AXIOM-FREE	550a5edd8e7eb3dcf5b0eeef697b219144b95355d07e31bc4cbbfea49b7de766	aff1ec59cc73b8e64e9e2e8b96e295ff23140d4f0933130dc16344c449e10a60	6d287db38746ca618d6992632b54a26b27cf199eaa50fd9e99ce3dd27ad39d99	false
Someone.Admission.invariantSet	Continuity.Admission.Admission.invariantSet	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	9a97af9ad31a887d023057d1e87fdea6c49cc1ebf56cebc6f74a9405f312edc6	4095a7036afd1585cc4b68f7f9610b725209e2c3cda01cf6d60e36392882911c	370e1f898cc57980d5c6f684308214386c0e66c763d15b36fff164c3329cb5a0	true	AXIOM-FREE	815fa61485617210db9dbe1cbb8646092a60b747feff9858656e66a9f11d55da	7884342d2aa1638a93eac49a73e8f8d3192893337511ed306777b0092fe776a7	1fe47c8ce0fd045a172792826041bef549fd426c6f8b3af1e5b3ee47250c158f	false
Someone.Admission.mk	Continuity.Admission.Admission.mk	constructor	someone/Someone.lean	formalization/Continuity/Admission.lean	f2fe02469597dabba95972cf5c6e712df535faad1be3845c427cc2b904c14549	43c2304c65865d1fc5a9db83a86d9956df363e8583af76fdfd40a658dfb72e86	2685128b01115be9e162ada4ae47bfd72cde8ddb078a587b1110d0726e4406ef	true	AXIOM-FREE	-	-	-	false
Someone.Admission.mk._flat_ctor	Continuity.Admission.Admission.mk._flat_ctor	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	f2fe02469597dabba95972cf5c6e712df535faad1be3845c427cc2b904c14549	43c2304c65865d1fc5a9db83a86d9956df363e8583af76fdfd40a658dfb72e86	2685128b01115be9e162ada4ae47bfd72cde8ddb078a587b1110d0726e4406ef	true	AXIOM-FREE	ec8507c017dd4de8a0f4c5d7e8988325b5652d06579db8c57f05d72c7402f0bf	6c97acac5c2e29dd46df8d87f224b7bfa76c031824ec7896b457e01d3db6c447	c8540f38ae4902930f4b43c9728f27d3e21989636d007bea553d9b589a134389	false
Someone.Admission.mk.inj	Continuity.Admission.Admission.mk.inj	theorem	someone/Someone.lean	formalization/Continuity/Admission.lean	a896b7d199bbe8bf67d64dca1b3f9d1b27a15fe4b7ca8b390f30cb47c3f884d7	344ce3114b5353dbca5163ecb9a26a555b8c2d124ff702c3e53f724122c823a7	48e5e8dde07854a757a1a79136f0088b048848e619e2211574408fd006d33b9f	true	AXIOM-FREE	7cd3ed0977d54f0ff9d03d130d0c5d603cd19f8bb21999f1571aa9b378ef05da	334973e0b498d6213591d8e6c049ae4c77223fc330ede99c948e0c85326db5d3	20bab165c34e9ce93c6ac68330c421ffdce27b9d7999a835b965a3ab01016ce5	false
Someone.Admission.mk.injEq	Continuity.Admission.Admission.mk.injEq	theorem	someone/Someone.lean	formalization/Continuity/Admission.lean	9a2d78081bfcce2f3bee7c27c3198c8aa6b61a34c64085b2055aceba9ea66169	555b3a083148524ac3b24906cbf8ce9262a29a8ad707a6cd3f9363398e3eed08	a00d6f60c2e4293660314783c67720e36f0b0feade50f11686294e894b5f72d8	true	[propext]	2c228a6a64af94e8088918aa00897b6582d3950dd1dc20037130788e8a37fc14	77d3fcc6c7cf27d8451ad446415c75424f64f3856c0b809ad1b50407399bcd6f	682fbccaa34d7c7569558fdb3d7ed3ad3e43b7c807e952e5b049d44468ac0dcc	false
Someone.Admission.mk.noConfusion	Continuity.Admission.Admission.mk.noConfusion	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	3eb9af4ec79295a7a81a61af0845cfc1e9e5c669947a65b5e19d6a44aad24dda	b06457798669b5331de4c84783f2bfb0313c4f3d6a74dc3a26e373025f98cad7	24dcb250ab60356a9f403d169a2ae08b1471ace94913c8b33fbf3ebd6114d67c	true	AXIOM-FREE	715388b85aa3962aeec620c2e8af1180a9eccf6408c2331bb277175bf523cfbc	2c10f672f27658ce21db5724f3881b57153d061a358142338f4d0f97460442c5	d7809a6aede629b01cb5fff54f8542512cc01d3e19f7d1e7c7b10be572f25001	false
Someone.Admission.mk.sizeOf_spec	Continuity.Admission.Admission.mk.sizeOf_spec	theorem	someone/Someone.lean	formalization/Continuity/Admission.lean	926f9bad9044b63cb415c5b879253b3ba6e95b2c990d490f8ce51fdcc1c20690	d108911dc3ff7190aadd6bbafeecd2738801e280a6ab6e006937edd096a6fbca	26ca57b8c5c84a2cc0541608cf0624730d72c42019011328a04d0823c62bac4b	true	AXIOM-FREE	9f1962224d1e07c69f39ef834abc3842562d00bc36448163671727dc0b9b4de6	25a417b6f35a450e4d05645e259d507ec8e9d5e826f178f9009c72205214b8a2	da57e401a4775a5956cd3f57b22a965fb85d93cb2122cedf1ca040d274a46654	false
Someone.Admission.noConfusion	Continuity.Admission.Admission.noConfusion	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	2438452a53b7e3621ef3afedadeb3aa902ca47a22c89f1d9888b6f26979e7fec	d349858de6cfa65fd302b69170d3b79b1455db6f0c160f80ea6fb312b2c9fd14	15a2319571390f6a88d69704b560b4e8bb0764250d5bae9988845570654fec8f	true	AXIOM-FREE	6ee705f1d38452394c0023b5d857f2eceecb733f773c0400c9f3c6ab2d00d309	2275b063397351ab7f95932b77ebbbd23ac87f780fb40c3a304e1136f2842568	c2faf4595dfea93ae48852ce91b9cf72dad440b87991d67952c78b3ab7e564a5	false
Someone.Admission.noConfusionType	Continuity.Admission.Admission.noConfusionType	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	b94631e77717b07a797344f60b15a9149b7482266d9ec657663efe60823eaeac	fc757dc3849cfdf57bf958ada02a5a3a922b1c1b08128b648bf9249da40a7a9e	87e4fb010d84bc6aa8f73fc77679f6ed806079d689346ddf9784b72ce2c9be3d	true	AXIOM-FREE	d9262f25f4abb29fb707e6237d99637c77846bb72d60b9e71573cbf4af5ffe48	0b56882b82f4852423d03cf9c10aec696eea1164be9273014bedb59e4ffa6d62	3caaea90c85c91fd128e78f12bf731731ff68f92d3512738bd240a32efb8b121	false
Someone.Admission.rec	Continuity.Admission.Admission.rec	recursor	someone/Someone.lean	formalization/Continuity/Admission.lean	a2a48e56b3c83b2091f5806ee76e4cef0c0f617a0517dd19877b89ad0c7391ad	f17f2a6ebcd72eb889ad39f7c73f31a1e89591261be191896cfff32930a31a9b	172c5ea5e6683bfd74e452f825bca6221a960d1bf2fd343de89d50d95c0e3715	true	AXIOM-FREE	-	-	-	false
Someone.Admission.recOn	Continuity.Admission.Admission.recOn	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	fbd3998ea68e58d5797f241af0943a5c678443da40e47985f6e865ef53aa5655	282899d7ca523aec4a20a82738a063ca52728204a8fa03091f9b3a57a824fc18	29be6338878370698103e89d87d11d19b45da755bd55c8c8e3d5b79637212300	true	AXIOM-FREE	1ef86761c1221bcfd1afb6de52116bc939f0c6bef1aa05d4855411522cc9b74f	f95f90697b4ce9a13f21696ed2d68ee6369ad05540299aaa92ae9f6af843d53b	cca9c4bffce099a3bb9af0b933220ba7d9b1f3155a26a8298fb832d67e294184	false
Someone.Admission.scope	Continuity.Admission.Admission.scope	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	4b691f725f7734fb7c933d4eb55e2818694bd2a63fc7beb93d6b33419b3e0708	d023c2112c689785c17862858b9170f04ca089ece14cd3a0757d847cad7e1a5d	68b908f05f867fc2b64e4710b3820607a54885c24c3617a64f8b0b584c5c5cad	true	AXIOM-FREE	2d7e0bd4195c899e12d3d2d92a2953bf75d0dca9a1bb039d6090625e7cb17cf6	49954928927ec3570b520fbce607d3fd2443aee798e3a89c3d200f74cf46a236	992d0eaaa0cfe56228beef39ad3150b21cddbc2bfcd911e660a5c4171737b3ca	false
Someone.Admission.substrate	Continuity.Admission.Admission.substrate	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	9a97af9ad31a887d023057d1e87fdea6c49cc1ebf56cebc6f74a9405f312edc6	4095a7036afd1585cc4b68f7f9610b725209e2c3cda01cf6d60e36392882911c	370e1f898cc57980d5c6f684308214386c0e66c763d15b36fff164c3329cb5a0	true	AXIOM-FREE	889ca48336f5e3a71b5dde41c68a57f377efd524add5354c400fff6ef4a53b1a	533e50778f09eb7ab52b96f443e62597846a88a14e47bbb7b57bae310fc71295	8c43775b43cd6a2b86a8a0a2b0f0d4bc82a71d5569332d467fe9f952aa980117	false
Someone.AdmissionQuorum	Continuity.Admission.AdmissionQuorum	inductive	someone/Someone.lean	formalization/Continuity/Admission.lean	b4611575b2b62eb57ff8b514cf96bf01666158b035ac2fcc89065136260d1e05	b4611575b2b62eb57ff8b514cf96bf01666158b035ac2fcc89065136260d1e05	b4611575b2b62eb57ff8b514cf96bf01666158b035ac2fcc89065136260d1e05	true	AXIOM-FREE	-	-	-	false
Someone.AdmissionQuorum._sizeOf_1	Continuity.Admission.AdmissionQuorum._sizeOf_1	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	39c2ad1bda06a71d2fb58d5c40b0860af2175e20191f82c6122448dc28baa9b3	8a035b75e8e8505f78451e97a3bb73777bdbfa8b3350653642aba52eddbfd700	730f2588b351db1d5942665da6dc80cf714596937dc85045a887a7becffc4751	true	AXIOM-FREE	a5efad2b23e4f9af7988953859b9be08ab4d0eda76bc497b863ce89137d18741	240f823517a9ae43e4421e40d8b210b399f6e32a6ed4a0ecf60702c58569e8ef	15e3f2fabcc615244104988512d5959bbf98b05890f2a60c2663429153630b16	false
Someone.AdmissionQuorum._sizeOf_inst	Continuity.Admission.AdmissionQuorum._sizeOf_inst	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	522a1e8916dc7b7a402d8d733e3bf95280eb37126c59a5cad09a772a271d8e8d	4c51e8d96c05852f8f794b5bbbbc371887b8f9c62f87a72b288bf0b6e0e8f46a	c0a9bda2f909087ded95440effcd077025b097b3f6d1ccb391ee7b0d430a7e75	true	AXIOM-FREE	809d0809b29c6d9899afa80dff6ed5c4076265cb4bfcca7f8b8a60c1ceb94388	ec2eb261ec884c5122e535f322fcde15d753841bc7734becdbd06d2247243eb1	1bbd7d9d65648f0c94749f2c0e40d9330fdb1e2ae6785e4d8b6ab0c8239275bb	false
Someone.AdmissionQuorum.casesOn	Continuity.Admission.AdmissionQuorum.casesOn	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	9d71b4ae0e666f4be40860b41ca78ae0b38313d2fe82e8c1bcbe2d1a12a95e43	7d44b20bb64066c76d3631a69196e5a99f3fbbe30ddfe6f77dd329a8b957e770	bc1343b2f448bf483becef64b77b8c6f47abcb2ef43f10bce535da2cd1a07d6d	true	AXIOM-FREE	2b37681974282df7b6491a8448d28e864a8c3ece398d626859b3733e4ada170e	f2ca0c177e8ba479ce458745919717273fce3c46a5050a336b022e65b6c58d06	846e58235f6010b743664be2f6dc43d015b29f63bc721f22d5210701f5381792	false
Someone.AdmissionQuorum.ctorIdx	Continuity.Admission.AdmissionQuorum.ctorIdx	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	39c2ad1bda06a71d2fb58d5c40b0860af2175e20191f82c6122448dc28baa9b3	8a035b75e8e8505f78451e97a3bb73777bdbfa8b3350653642aba52eddbfd700	730f2588b351db1d5942665da6dc80cf714596937dc85045a887a7becffc4751	true	AXIOM-FREE	17a41431f0cd2d87acaf4a9b1b24c052630ff5ca84d45c1057327b3a1c50939f	e3cd4f0e2538968943f994a3e789ef5fabd1e129320311b4b97d85968496c687	4e8355872a4db82df25197b237fa5684aee3662af23c783dbde7ff2fbe672b91	false
Someone.AdmissionQuorum.humanRatified	Continuity.Admission.AdmissionQuorum.humanRatified	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	0a208a52907354b4237c90034ee30e2ff0b3afa68357c4129efb4909a52ae812	28acec94b6a10464f9a03a4825ce9e8e7e48b6bc258f39cdd563514be2b6efac	7fb0de40b7dd4f900d2d2b73c7a9a393562b85534cad07a3fc310622f54f4273	true	AXIOM-FREE	842d89f35fdca2607c9b5e35015b7b9b0e10421a36863a76b806455e111bf6ce	dd7e88fd26ff32179dc529303713882034eb686562c2a2efeca987014d8ecb2c	d740264e504c74a82ca49ea9035cd8c69ec29e74b97f3a7e38737eb66dd690ce	false
Someone.AdmissionQuorum.mk	Continuity.Admission.AdmissionQuorum.mk	constructor	someone/Someone.lean	formalization/Continuity/Admission.lean	921a99c355be505a042e95fb3861c70872ce8da5e6830b080c5c28b8bbece96a	17791751f495c6e2cba0c56b59485d1f7ffea086813576769cf8b91bc2cf9b5f	72113b12c63793ba78f835d49bd1751ece7daee27ff5f478ab84f455b5a6ff02	true	AXIOM-FREE	-	-	-	false
Someone.AdmissionQuorum.mk._flat_ctor	Continuity.Admission.AdmissionQuorum.mk._flat_ctor	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	921a99c355be505a042e95fb3861c70872ce8da5e6830b080c5c28b8bbece96a	17791751f495c6e2cba0c56b59485d1f7ffea086813576769cf8b91bc2cf9b5f	72113b12c63793ba78f835d49bd1751ece7daee27ff5f478ab84f455b5a6ff02	true	AXIOM-FREE	b05c632cbdf7d365c16e8bf7ef3aa852eb1b7bd3ecaa507021744211d01e7cab	37d47d6a358ec15198c466b87e680173aabebd3c12d9fa256214d524821f7bdf	dd85abcb7a83983869e48dba0f3f33cb76ba193b9b5ce4f7d98bfc14d24a8ee1	false
Someone.AdmissionQuorum.mk.inj	Continuity.Admission.AdmissionQuorum.mk.inj	theorem	someone/Someone.lean	formalization/Continuity/Admission.lean	9ce1194d68e71c34a0db9429cf239e1e9a1cb13d9881508f0a72f3f858d4ce73	a32b1cc20b688b2223d20a43e16405f076197cce344d483d5aad8db741e1b413	d0f2e5e6d1e978e737b0d7a53a38aab798cacf2153bb9eaa40d8d221fcf39a82	true	AXIOM-FREE	07bc73349f789d49f7fd1c698307cc1f0c5eeb8ca8f61ebb8b29394bc4686ee4	6de9c96c7cd45420afbe3cccf9ce0fa380fe8377500ea60440c1094a8d338d9b	3c9c90a42dce58b043ab1c2b8d1517c1f67b3b2a6dbda583b87b8c53802fdb3b	false
Someone.AdmissionQuorum.mk.injEq	Continuity.Admission.AdmissionQuorum.mk.injEq	theorem	someone/Someone.lean	formalization/Continuity/Admission.lean	42a0782f907b721c51d8120706a32c9b1c2501d620fbefe4c413b8c863ad73b2	ce12485366417037311ab1e669bc7e4bc1cd42a0b01619ce73ca58a242355eed	a29464a2a3414e4ba57053722275174ee149657dbbaed1ea2e9278ca8295d7b6	true	[propext]	ab64bad06d7b3602ce7d297c1d8f464f6ed757b0ec03e6860054e0ae39eb0eb6	7f3538b903d963829d21949e38a3025ca465acf51817df5182833a305e0a11db	d7e3ed128b65c6ed14634d95cc29ca44b5834817a146785c52ceeabee4649b0f	false
Someone.AdmissionQuorum.mk.noConfusion	Continuity.Admission.AdmissionQuorum.mk.noConfusion	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	01c094042e734114cf3e7bc141f21468f18899bd62cdf1c5ef84720c1043637e	f2f37cfa29d562eddd2bb24dabc268b8865f12cfd8b3a631462eb57e0be4de2b	5dfde8e523f3f9a20c13343e924f7ea82bc4632a22bb7746049ebf4f81867be2	true	AXIOM-FREE	b00b898adb158cdb6443b7eaf8731611a8e6307c51d57f41aabf3719199f36dd	966464e47d006f0dd13e99814853534ffc9cfa0e7deb501b0f7a846172d9654e	0d28e7da16264bc8ff9764557a39200845409f1cc9ee3ebcfe31958554ad4005	false
Someone.AdmissionQuorum.mk.sizeOf_spec	Continuity.Admission.AdmissionQuorum.mk.sizeOf_spec	theorem	someone/Someone.lean	formalization/Continuity/Admission.lean	050c4755af5a2a9b4fb5f731a676d45dfe749aeee486e59e4bced0eaa09d5abe	9c8ef28051328db95ac1a2ebaea1330543f05ae10cd109ce9bb98b54da2f5410	18608f047567540ddd9d5d2056da9c6edafbb8fbfa3cf38b8e5a7d657e7517e0	true	AXIOM-FREE	e4a391b655e392af612756e18d8998195cb2d5577f000a1469a4dd8fd8159c4a	d0a8344aa9cf017a6e0b0eddb03cb11246671174f4e0b2bbb8eb5a704df94fec	0baf85e2192e436712d14122cbecd5141d75757d60fc24ad831b0fa9f75ef4cf	false
Someone.AdmissionQuorum.noConfusion	Continuity.Admission.AdmissionQuorum.noConfusion	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	a88fcce1ab5e86746ad50a351670fa564ab712970b65ab44c1f8c94bb21e1f6d	6fab5a5058f7ba605a9cf8b1f469746b9a634ff723eb341120f540ecbc2571c2	5c3a6f83c03daf88d089e93b9530d988074ec75264bad3f6f21ddb5ee7db1394	true	AXIOM-FREE	38983476ebfa3aed4ffacbdb3a91a95566ec86c6515046ab10cb1ec9e2ca4dd6	f7126285be77cf5011fde1825168b9754d9c0e8bac3a093839bdb426f1f59f9a	b726035e3171b58aa301cc2b6769367a02d31b2c70cad8ca87553f78432d0c00	false
Someone.AdmissionQuorum.noConfusionType	Continuity.Admission.AdmissionQuorum.noConfusionType	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	2473a016923afe6f03008a746db96405f5aca611a4a66bc7695811406cad1a62	e511d087f78ca881e59b45d6ea1d952819b1df2a97db87ec5b4907e211e2cbd7	94d094957fb89dd3eef44232c95276943620d13ba9b02acdb59c5b1f5d2a725b	true	AXIOM-FREE	96312102316da5d7af8de150a74477c8bd81d2706db4edd79a47921cb1151490	8b2ab6fae8b587e46c5695d3f21db14d25890ecb5c2e2c913b7d33a7b1b8dd36	ad53db28b22acd0ceaa754b9e476f9de018e39bd66271c5aaffca4030daf165c	false
Someone.AdmissionQuorum.rec	Continuity.Admission.AdmissionQuorum.rec	recursor	someone/Someone.lean	formalization/Continuity/Admission.lean	b07d42fa8f58c4d5a19b4aeeeeb60a34987eb81b40e55853d052127e1fd53643	c4b46d0f060fe32a09f7e65462c1c91aef441e91d8a3ff8a0fa4731ce914b33d	15305b3fb345ddd4a706730a9efcee7f5e0f9c17305bb928515c38887e1e0e9b	true	AXIOM-FREE	-	-	-	false
Someone.AdmissionQuorum.recOn	Continuity.Admission.AdmissionQuorum.recOn	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	9d71b4ae0e666f4be40860b41ca78ae0b38313d2fe82e8c1bcbe2d1a12a95e43	7d44b20bb64066c76d3631a69196e5a99f3fbbe30ddfe6f77dd329a8b957e770	bc1343b2f448bf483becef64b77b8c6f47abcb2ef43f10bce535da2cd1a07d6d	true	AXIOM-FREE	a6a9670f51d53981ad32a1895b368a884e4ae644aab5467eb1a60482fbf16868	bfa0337ef32559ae5d19a33eaf0ab405a891cea9235bca9f9a76e4b20016fa7d	1a4c2e9ddbbb8061aaeac98cbf12b44699a33bbe1b8859f0383080961ebb831e	false
Someone.AdmissionQuorum.token	Continuity.Admission.AdmissionQuorum.token	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	57f2e8111abbcc0a3076f215a8e393784fbcb4cbda7716b032580219fb34f9b7	b21d4d4baab1fed31429dc40678d750373727cc4501982f164f7fb23f7c7ed3d	ca4a7978084b3d634957fdee8437af5c3d6e90c81916f7013d77056b5d01c17c	true	AXIOM-FREE	743fe3f87c690e8c228dd7bfb554514d24b06da77299979204480bafbfa11258	8cd8d6579626efc41d7c909095f7d3a9103ff3cadb738de0114f647f1634fa93	8027721ade1e6014454578b370772d828099362bcd4f1dc8192236bb8148ba2e	false
Someone.Agent	Continuity.Admission.Agent	inductive	someone/Someone.lean	formalization/Continuity/Admission.lean	b4611575b2b62eb57ff8b514cf96bf01666158b035ac2fcc89065136260d1e05	b4611575b2b62eb57ff8b514cf96bf01666158b035ac2fcc89065136260d1e05	b4611575b2b62eb57ff8b514cf96bf01666158b035ac2fcc89065136260d1e05	true	AXIOM-FREE	-	-	-	false
Someone.Agent._sizeOf_1	Continuity.Admission.Agent._sizeOf_1	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	676109f0631c66854148169c1778ad396189187dc04eb10456735602d9ef2969	a5c25276f2e51375920ee42977c8b1ee007d9a6e316bb0dff4514565c5fca750	1ecc6e5325a1e48e2d649c234646954e891537b8b8b2af5ff81424ee42e94d07	true	AXIOM-FREE	bf5ff4b0fe329e98ab93ad70b7eca0a70c80cb22d74714524784b8a52ff12e63	e277988a4d768b638bcc3bfd8a012752f9ce3327319ada30995bca2259aeb43b	53c2b3790891dea0bfa66572ee096d8244850bcb63233891ad44b35d5178c97b	false
Someone.Agent._sizeOf_inst	Continuity.Admission.Agent._sizeOf_inst	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	d94b7b8967f009dca127ebdbfa2dea79f3fff4b70c871bdacd074351c22383a6	29266f10091129208257f90c339c17fd18e30fadf7fef436c2979970e6a41e99	d94b7b8967f009dca127ebdbfa2dea79f3fff4b70c871bdacd074351c22383a6	true	AXIOM-FREE	00233752f4c9e5e229658fcfcf09a289b659ee6949789005409813fdd2f90532	64309359ef4d33a45f7237b906c9b08f4a0e240a9bfbb95fa6263d7caf966c99	936f583f95c6a49736188463b384e4b7d18ab6041677957cb72c6840adacd5ca	false
Someone.Agent.admission	Continuity.Admission.Agent.admission	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	1d8c9bf3ac275a54436ffffe66b7737397ac961c3f596aae8e57c1992ad4d377	af27beb2fedbd1c3da0aaefeb1bcb45092cc9b82e7a714bd28dc0c4971e01d09	ade01d0ece30494b78bc799752aab40b226a2876b29c6c9d185428e3aa5ecab0	true	AXIOM-FREE	96bddd2aa79a5cc090e444d72aa608261b6fdea7ac316c1e90b0c30cf7e0c6dd	0482fb37a008bed3bcffdcd54d7f83c02570daeb6236e754fc68b06963323951	637c75aa92a547e42429af0f87a30d60a6221dbd13b0f9971fb6ad48a574af2f	false
Someone.Agent.casesOn	Continuity.Admission.Agent.casesOn	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	f08bc3609d9e74014442b01aeafdb22b4e7f4946fe7955585100cfe5cad038ec	30d776714e4fa74cfd70f8f95c3fe9ea221760f597ddbc7f7ea4f6c298eb34c3	a9aa694fe87b4d606e6ffd88c07e4fee758b44ac86a40fc3e034f09e56f35a2c	true	AXIOM-FREE	7bda55ee513b0785acab2eba6fd21dcbe064e7ab6ff0787f074cf884116eeba4	523fbd7971d540de2d8ff15ab37005d6c8366715eda6b19ac6ad63804954891f	45887b995fc59aab1a16bf023c493c79ba665e8de49782c09dd38559da26b57b	false
Someone.Agent.ctorIdx	Continuity.Admission.Agent.ctorIdx	definition	someone/Someone.lean	formalization/Continuity/Admission.lean	676109f0631c66854148169c1778ad396189187dc04eb10456735602d9ef2969	a5c25276f2e51375920ee42977c8b1ee007d9a6e316bb0dff4514565c5fca750	1ecc6e5325a1e48e2d649c234646954e891537b8b8b2af5ff81424ee42e94d07	true	AXIOM-FREE	801a539d6e71838dc08e7f9483d9937a4604b5ff4fa46f358099c9cfd11ef776	bb111c6907ffa6c59553495e39ef55ac999a93cd4df7687bd770b4f444ca2f02	46c7c02ff09a2c97fded54d6c86c7a5070cd222cfed7741e083c6f9b403db901	false
